total_images,last_price,total_area,first_day_exposition,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,locality_name,airports_nearest,cityCenters_nearest,parks_around3000,parks_nearest,ponds_around3000,ponds_nearest,days_exposition
7,2850000.0,33.4,2018-03-24T00:00:00,1,,22.0,16.0,20,,False,False,8.0,,Generic US Locality,,,,,,,145.0
2,6100000.0,59.2,2018-03-23T00:00:00,2,2.64,9.0,34.6,7,,False,False,10.4,,New York City,39368.0,14652.0,0.0,,0.0,,41.0
10,3400000.0,53.0,2018-11-12T00:00:00,2,2.6,6.0,30.0,2,,False,False,8.0,1.0,Generic US Locality,,,,,,,45.00000000000001
2,1600000.0,32.0,2017-05-07T00:00:00,1,2.5,5.0,17.0,2,False,False,False,5.5,1.0,Generic US Locality,,,,,,,150.0
10,5100000.0,60.0,2015-09-30T00:00:00,3,2.6,9.0,38.2,5,False,False,False,8.0,0.0,New York City,28508.0,11878.0,0.0,,1.0,968.0,265.0
7,5000000.0,58.0,2019-01-06T00:00:00,2,2.65,9.0,,7,,False,False,15.0,1.0,New York City,22568.0,17135.0,0.0,,1.0,101.0,18.0
14,5590000.0,44.0,2017-09-04T00:00:00,1,2.75,13.0,15.5,12,,False,False,11.0,0.0,New York City,29004.0,10997.0,0.0,,1.0,789.0,46.00000000000001
6,2370000.0,30.0,2017-07-31T00:00:00,1,2.5,5.0,17.5,2,,False,False,6.0,1.0,Generic US Locality,25609.0,29034.0,0.0,,0.0,,437.0
5,3250000.0,80.0,2016-05-25T00:00:00,4,,5.0,50.0,1,False,False,False,9.0,0.0,Generic US Locality,,,,,,,87.00000000000001
10,2850000.0,31.2,2018-09-06T00:00:00,1,2.7,19.0,15.6,15,,False,False,9.0,,Long Island City,,,,,,,62.0
16,4050000.0,46.8,2019-01-31T00:00:00,2,2.5,9.0,26.8,2,,False,False,8.2,1.0,Jersey City,17848.0,30277.0,0.0,,1.0,819.0,55.0
14,7350000.0,67.4,2019-03-06T00:00:00,2,,25.0,32.9,22,,False,False,10.3,,New York City,13194.0,11990.0,0.0,,1.0,1154.0,
3,2300000.0,31.7,2017-05-10T00:00:00,1,2.5,6.0,15.2,3,False,False,False,9.7,0.0,Jersey City,18363.0,24165.0,0.0,,0.0,,49.0
13,1999000.0,34.0,2017-11-14T00:00:00,1,2.75,9.0,18.1,1,,False,False,8.2,,Generic US Locality,,,,,,,54.0
16,5100000.0,38.4,2017-12-17T00:00:00,1,,15.0,,7,,False,False,,,New York City,18253.0,14370.0,0.0,,0.0,,60.0
14,7000000.0,69.7,2017-09-08T00:00:00,2,3.65,4.0,33.7,3,,False,False,10.8,0.0,New York City,22788.0,2329.0,0.0,,0.0,,39.0
20,8450000.0,60.0,2019-03-14T00:00:00,2,2.7,17.0,33.0,8,,False,False,11.0,,New York City,17390.0,16804.0,1.0,172.0,0.0,,5.0
19,10450000.0,77.2,2019-01-25T00:00:00,2,2.8,23.0,34.4,19,False,False,False,16.4,1.0,New York City,51333.0,13056.0,0.0,,0.0,,
17,11050000.0,72.0,2017-08-18T00:00:00,2,,5.0,,3,,False,False,,,New York City,36813.0,8572.0,1.0,2467.0,3.0,214.0,110.0
9,7250000.0,73.0,2017-10-24T00:00:00,3,2.7,15.0,44.0,3,,False,False,11.3,0.0,New York City,20859.0,22571.0,0.0,,2.0,692.0,15.0
19,5150000.0,64.0,2017-12-11T00:00:00,2,2.76,14.0,37.0,7,,False,False,12.0,1.0,Generic US Locality,,,,,,,43.0
10,6435720.0,40.4,2016-07-20T00:00:00,1,2.7,19.0,,3,,False,False,9.8,,New York City,19499.0,4844.0,0.0,,1.0,503.0,764.0000000000001
7,6800000.0,69.0,2017-08-08T00:00:00,3,2.55,9.0,42.8,1,,False,False,8.3,2.0,New York City,37093.0,12615.0,1.0,201.0,1.0,839.0,112.0
9,1820000.0,38.0,2015-12-15T00:00:00,1,2.8,9.0,17.0,2,False,False,False,11.0,1.0,Generic US Locality,,,,,,,726.0000000000001
8,8100000.0,64.3,2018-03-27T00:00:00,2,,17.0,39.0,6,,False,False,11.1,,New York City,37434.0,8460.0,1.0,441.0,2.0,427.0,60.0
7,2570000.0,41.4,2018-08-17T00:00:00,2,2.5,3.0,27.1,1,,False,False,5.2,,Hartford,,,,,,,
6,4630000.0,43.6,2017-11-10T00:00:00,1,,17.0,18.6,8,,False,False,13.6,2.0,New York City,37434.0,8460.0,1.0,441.0,2.0,427.0,35.0
3,3250000.0,46.1,2019-04-24T00:00:00,1,2.6,10.0,19.0,10,,False,False,13.3,,Generic US Locality,,,,,,,
4,3580000.0,34.17,2018-02-06T00:00:00,1,,21.0,15.03,8,,False,False,10.39,,New York City,35129.0,16293.0,0.0,,1.0,475.0,297.0
0,3900000.0,38.0,2016-09-25T00:00:00,1,,5.0,20.0,4,,False,False,12.0,0.0,New York City,21058.0,12514.0,1.0,34.0,0.0,,295.0
12,3350000.0,35.0,2017-11-07T00:00:00,1,,9.0,18.2,4,,False,False,7.0,,New York City,13007.0,15598.0,0.0,,0.0,,271.0
13,5900000.0,53.8,2017-05-11T00:00:00,2,,17.0,29.5,6,,False,False,8.7,2.0,New York City,9326.0,12721.0,1.0,604.0,0.0,,150.0
2,4000000.0,60.0,2019-04-04T00:00:00,2,2.65,5.0,,3,,False,False,,,Generic US Locality,,,,,,,
10,2480000.0,41.8,2019-04-09T00:00:00,2,2.7,5.0,25.2,4,,False,False,5.6,1.0,Generic US Locality,,,,,,,
9,5150000.0,50.0,2019-03-05T00:00:00,2,2.55,5.0,30.1,2,,False,False,7.2,,New York City,15758.0,11479.0,1.0,580.0,0.0,,39.0
9,3150000.0,36.9,2018-02-22T00:00:00,1,2.5,5.0,22.0,4,,False,False,10.0,,Yonkers,53106.0,23032.0,0.0,,3.0,325.0,45.00000000000001
20,4500000.0,59.0,2018-02-15T00:00:00,2,,5.0,34.0,4,,False,False,11.5,,Newark,28491.0,34278.0,0.0,,2.0,289.0,290.0
17,4650000.0,44.5,2017-10-09T00:00:00,1,,16.0,19.0,16,,False,False,10.5,2.0,New York City,25987.0,14195.0,1.0,389.0,0.0,,30.0
3,3400000.0,31.0,2017-08-22T00:00:00,1,,9.0,15.6,4,,False,False,8.1,0.0,New York City,43316.0,13496.0,0.0,,0.0,,31.0
7,5050000.0,55.0,2017-08-29T00:00:00,2,,16.0,31.3,15,,False,False,11.0,0.0,New York City,28036.0,13755.0,1.0,526.0,1.0,161.0,37.0
7,6000000.0,59.0,2019-02-14T00:00:00,3,,10.0,29.0,2,,False,False,16.0,5.0,New York City,36280.0,13195.0,1.0,575.0,2.0,606.0,28.0
1,6550000.0,75.0,2016-06-18T00:00:00,4,,9.0,53.0,4,,False,False,7.0,0.0,New York City,44755.0,13481.0,2.0,242.0,0.0,,224.0
5,6900000.0,98.0,2016-03-18T00:00:00,4,3.75,4.0,70.0,3,,False,False,8.2,0.0,White Plains,18495.0,33067.0,1.0,203.0,0.0,,395.0
7,1900000.0,30.3,2018-11-09T00:00:00,1,2.5,5.0,16.7,5,,False,False,7.0,1.0,Generic US Locality,,,,,,,
12,3200000.0,49.5,2018-02-12T00:00:00,1,,5.0,21.3,2,,False,False,12.1,,Generic US Locality,,,,,,,261.0
3,3200000.0,45.0,2017-06-21T00:00:00,2,2.5,5.0,28.0,4,,False,False,6.0,1.0,New York City,42523.0,8973.0,2.0,511.0,0.0,,34.0
11,2880000.0,24.7,2016-04-05T00:00:00,1,2.51,8.0,14.3,2,,False,False,6.0,0.0,New York City,19420.0,15580.0,1.0,431.0,1.0,896.0,262.0
5,13986000.0,99.9,2018-02-13T00:00:00,3,3.0,17.0,53.35,3,,False,False,23.3,,New York City,39140.0,10364.0,2.0,173.0,3.0,196.0,383.00000000000006
20,4600000.0,43.7,2018-10-05T00:00:00,2,2.5,12.0,28.8,4,,False,False,6.4,,New York City,32546.0,9625.0,1.0,742.0,0.0,,80.0
3,6000000.0,60.0,2015-11-18T00:00:00,2,,16.0,33.0,6,,False,False,8.0,1.0,New York City,18321.0,17465.0,1.0,1767.0,3.0,111.0,237.0
20,3950000.0,39.5,2018-10-24T00:00:00,1,,9.0,18.1,5,,False,False,9.0,,New York City,17863.0,16865.0,1.0,315.0,1.0,860.0,50.0
11,11500000.0,70.0,2017-04-25T00:00:00,3,3.0,4.0,44.0,4,False,False,False,11.0,,New York City,23639.0,3766.0,0.0,,1.0,549.0,368.00000000000006
5,15500000.0,82.0,2016-06-20T00:00:00,3,2.75,12.0,60.0,12,False,False,False,16.0,2.0,New York City,30689.0,7982.0,0.0,,2.0,402.0,44.00000000000001
14,7100000.0,103.0,2017-10-13T00:00:00,3,2.7,4.0,58.0,4,,False,False,14.0,,New York City,24395.0,4647.0,1.0,681.0,0.0,,168.0
9,2850000.0,38.5,2017-07-27T00:00:00,1,2.8,18.0,17.0,5,,False,False,10.0,0.0,Generic US Locality,,,,,,,81.0
0,4530000.0,40.0,2017-05-10T00:00:00,1,2.75,7.0,18.5,7,,False,False,9.5,1.0,New York City,39945.0,15228.0,0.0,,1.0,888.0,327.0
4,4295000.0,42.43,2018-06-23T00:00:00,1,,20.0,16.93,19,,False,False,10.09,,New York City,35129.0,16293.0,0.0,,1.0,475.0,160.0
17,2900000.0,35.0,2017-08-15T00:00:00,1,2.5,12.0,20.0,2,,False,False,7.0,,New York City,42369.0,9561.0,0.0,,0.0,,112.0
12,2970000.0,36.4,2017-01-20T00:00:00,1,,22.0,,9,,False,False,,0.0,New York City,8426.0,12082.0,2.0,24.0,1.0,271.0,88.00000000000001
0,6700000.0,81.0,2017-04-14T00:00:00,3,,5.0,,3,,False,False,,0.0,New York City,29407.0,8109.0,1.0,702.0,1.0,974.0,42.0
11,3000000.0,30.0,2017-06-27T00:00:00,1,2.6,5.0,15.5,5,,False,False,7.0,0.0,New York City,22317.0,12733.0,1.0,719.0,1.0,561.0,6.000000000000001
17,6900000.0,68.0,2018-11-24T00:00:00,3,,16.0,42.0,16,,False,False,8.6,1.0,New York City,16798.0,14760.0,1.0,843.0,0.0,,128.0
15,4999000.0,42.0,2018-11-23T00:00:00,1,2.8,17.0,22.0,4,,False,False,11.0,2.0,New York City,30571.0,11470.0,1.0,721.0,0.0,,60.0
20,12300000.0,72.0,2016-01-04T00:00:00,2,2.85,13.0,45.0,7,False,False,False,18.0,2.0,New York City,27378.0,6080.0,1.0,637.0,3.0,533.0,262.0
12,4900000.0,41.2,2018-02-14T00:00:00,1,2.8,13.0,20.9,10,,False,False,12.9,1.0,New York City,35181.0,11592.0,0.0,,2.0,1026.0,62.0
9,2700000.0,25.2,2017-11-10T00:00:00,0,,9.0,15.2,2,,False,True,,2.0,Greenwich,,,,,,,23.000000000000004
19,3780000.0,46.0,2017-06-21T00:00:00,2,,5.0,30.0,5,,False,False,7.3,0.0,New York City,21651.0,13597.0,1.0,501.0,0.0,,49.0
8,2350000.0,44.0,2019-03-29T00:00:00,2,2.55,5.0,27.5,3,,False,False,5.0,1.0,Generic US Locality,,,,,,,
3,5100000.0,48.0,2019-01-08T00:00:00,1,2.75,17.0,21.2,8,,False,False,13.5,2.0,Generic US Locality,56588.0,33517.0,0.0,,1.0,703.0,30.0
6,2250000.0,58.6,2017-10-16T00:00:00,3,2.5,5.0,43.2,1,,False,False,5.6,,Generic US Locality,,,,,,,487.0
18,4150000.0,42.0,2018-03-14T00:00:00,1,2.65,12.0,20.0,11,,False,False,11.0,2.0,New York City,13991.0,12787.0,0.0,,0.0,,33.0
0,4700000.0,58.16,2018-02-01T00:00:00,3,2.6,9.0,39.0,7,,False,False,7.0,,New York City,29009.0,13624.0,0.0,,0.0,,135.0
8,4190000.0,31.0,2019-02-24T00:00:00,1,2.64,5.0,17.0,5,,False,False,6.0,,New York City,16207.0,9869.0,1.0,532.0,3.0,639.0,38.0
1,4500000.0,66.0,2019-01-27T00:00:00,3,,19.0,36.0,6,,False,False,17.5,,New York City,37006.0,15157.0,0.0,,0.0,,26.0
11,4500000.0,44.0,2018-01-11T00:00:00,2,2.6,5.0,29.0,4,,False,False,6.0,1.0,New York City,39063.0,8323.0,0.0,,1.0,491.0,280.0
9,4900000.0,52.0,2019-04-15T00:00:00,3,2.7,12.0,33.0,7,False,False,False,6.0,2.0,New York City,17218.0,16220.0,0.0,,1.0,127.0,
1,12500000.0,103.0,2018-02-28T00:00:00,4,3.3,4.0,72.3,4,,False,False,12.7,,New York City,22120.0,686.0,1.0,945.0,2.0,38.0,
6,26000000.0,147.0,2017-11-12T00:00:00,3,3.0,15.0,63.0,13,,False,False,29.0,5.0,New York City,52388.0,14849.0,1.0,330.0,0.0,,30.0
20,12500000.0,69.1,2017-11-22T00:00:00,2,3.0,5.0,40.9,2,,False,False,7.7,,New York City,27854.0,6793.0,1.0,606.0,0.0,,200.0
8,3660000.0,32.0,2018-07-26T00:00:00,1,2.6,9.0,18.6,5,,False,False,6.7,,New York City,13404.0,15995.0,0.0,,1.0,789.0,23.000000000000004
0,7100000.0,50.0,2017-06-06T00:00:00,1,,25.0,20.0,13,,False,False,13.0,0.0,New York City,36533.0,9289.0,1.0,674.0,0.0,,86.0
10,9500000.0,74.7,2018-02-27T00:00:00,2,,9.0,41.7,8,,False,False,12.0,,New York City,15842.0,14344.0,1.0,628.0,0.0,,16.0
6,6272743.0,78.0,2017-10-03T00:00:00,3,2.75,17.0,49.27,12,False,False,False,12.05,,Long Island City,,,,,,,317.0
8,4850000.0,71.4,2016-03-05T00:00:00,3,,5.0,48.5,5,,False,False,9.0,2.0,Hartford,,,,,,,892.0
11,5990000.0,51.0,2018-09-25T00:00:00,2,2.6,10.0,29.3,9,,False,False,8.0,2.0,New York City,33673.0,13975.0,1.0,417.0,2.0,474.0,218.0
7,5200000.0,44.0,2016-03-10T00:00:00,2,,17.0,32.0,6,False,False,False,,0.0,New York City,30139.0,11004.0,1.0,379.0,0.0,,165.0
8,7750000.0,70.0,2018-01-12T00:00:00,2,,15.0,41.3,5,,False,False,10.4,1.0,New York City,15317.0,16941.0,0.0,,0.0,,54.0
5,4800000.0,44.0,2019-04-03T00:00:00,2,2.5,9.0,27.3,7,,False,False,6.8,,New York City,18023.0,13251.0,0.0,,0.0,,14.0
7,4950000.0,53.0,2018-07-10T00:00:00,2,2.5,9.0,33.0,9,,False,False,6.8,,New York City,41954.0,12168.0,1.0,10.0,0.0,,62.0
6,2800000.0,31.0,2017-08-12T00:00:00,1,,12.0,17.0,5,,False,False,7.0,0.0,Newark,27203.0,32989.0,0.0,,1.0,1107.0,19.0
3,4190000.0,45.8,2018-10-05T00:00:00,2,2.5,5.0,28.9,5,,False,False,6.3,,New York City,42433.0,14936.0,0.0,,0.0,,119.0
9,2000000.0,32.4,2018-01-22T00:00:00,1,2.5,5.0,17.8,1,,False,False,6.3,,Generic US Locality,,,,,,,183.00000000000003
1,31557860.0,173.1,2016-05-12T00:00:00,4,3.1,16.0,111.86,13,,False,False,14.8,0.0,New York City,37407.0,8434.0,1.0,456.0,2.0,454.0,54.0
6,3750000.0,63.8,2016-06-03T00:00:00,3,2.55,9.0,35.7,7,,False,False,9.8,,Generic US Locality,,,,,,,760.0000000000001
15,4500000.0,98.0,2017-11-10T00:00:00,3,,2.0,58.0,2,,False,False,24.0,1.0,Generic US Locality,,,,,,,35.0
0,2350000.0,52.0,2017-09-14T00:00:00,2,,5.0,,2,,False,False,,,Generic US Locality,,,,,,,123.0
1,2800000.0,46.4,2017-12-29T00:00:00,2,,5.0,31.9,5,,False,False,6.0,2.0,Generic US Locality,,,,,,,45.00000000000001
14,5600000.0,70.0,2016-02-02T00:00:00,3,2.7,9.0,43.1,4,False,False,False,8.3,2.0,New York City,19546.0,21258.0,0.0,,1.0,552.0,323.0
7,3000000.0,66.0,2017-02-13T00:00:00,3,2.7,4.0,37.0,2,False,False,False,8.5,2.0,Generic US Locality,,,,,,,
12,6000000.0,60.9,2019-04-11T00:00:00,2,2.88,4.0,40.4,1,,False,False,7.8,,New York City,15992.0,6583.0,2.0,394.0,0.0,,
16,7600000.0,75.0,2017-09-28T00:00:00,3,2.53,7.0,54.0,1,,False,False,8.0,,New York City,31445.0,6132.0,1.0,145.0,2.0,513.0,
9,3050000.0,32.2,2017-09-27T00:00:00,1,2.5,9.0,,3,,False,False,,,New York City,49917.0,16755.0,1.0,235.0,0.0,,151.0
17,3650000.0,34.5,2017-09-19T00:00:00,1,,14.0,18.2,10,,False,False,8.2,0.0,New York City,12897.0,12119.0,1.0,471.0,1.0,799.0,41.0
10,3900000.0,45.7,2017-08-17T00:00:00,2,,5.0,31.0,3,,False,False,6.5,,New York City,27909.0,7419.0,1.0,395.0,2.0,579.0,118.0
18,6250000.0,53.0,2017-09-26T00:00:00,2,2.6,14.0,27.0,6,,False,False,14.0,,New York City,15117.0,13913.0,0.0,,0.0,,296.0
1,9278000.0,139.8,2014-12-28T00:00:00,4,2.8,5.0,,4,,False,False,,,Generic US Locality,54416.0,35515.0,0.0,,0.0,,1489.0000000000002
11,2950000.0,30.0,2017-08-17T00:00:00,1,,5.0,18.0,5,,False,False,6.0,,New York City,51002.0,12455.0,2.0,291.0,1.0,476.0,157.0
20,9500000.0,63.0,2017-04-18T00:00:00,2,,22.0,30.0,22,,False,False,12.0,1.0,New York City,35847.0,15853.0,0.0,,0.0,,85.0
7,3000000.0,35.0,2015-12-15T00:00:00,1,2.7,20.0,15.0,18,,False,False,9.2,,Greenwich,,,,,,,743.0000000000001
10,7500000.0,55.0,2018-06-07T00:00:00,2,3.2,5.0,34.0,5,,False,False,8.0,,New York City,27236.0,4579.0,1.0,596.0,1.0,482.0,
12,2000000.0,32.0,2017-08-04T00:00:00,1,2.55,9.0,18.0,2,,False,False,6.0,0.0,Bridgeport,,,,,,,18.0
4,5970000.0,43.3,2017-07-20T00:00:00,0,2.8,9.0,28.2,2,,True,False,,2.0,New York City,23617.0,5223.0,0.0,,1.0,874.0,30.0
12,3400000.0,31.0,2018-06-01T00:00:00,1,2.55,9.0,15.0,3,,False,False,5.5,,New York City,32106.0,9184.0,3.0,273.0,1.0,632.0,
17,7499000.0,64.5,2018-08-18T00:00:00,2,,3.0,41.2,1,,False,False,7.6,,New York City,21377.0,911.0,2.0,78.0,3.0,290.0,80.0
11,6280000.0,83.0,2016-04-21T00:00:00,2,3.0,4.0,41.0,2,False,False,False,14.5,5.0,Generic US Locality,54328.0,35334.0,0.0,,0.0,,60.0
20,3800000.0,55.66,2017-12-18T00:00:00,2,,4.0,32.95,2,,False,False,8.82,,Generic US Locality,,,,,,,288.0
10,6500000.0,69.0,2017-10-29T00:00:00,3,,6.0,46.0,5,,False,False,8.0,1.0,New York City,19979.0,5701.0,1.0,800.0,0.0,,41.0
8,5300000.0,66.0,2016-02-17T00:00:00,3,,4.0,44.0,2,,False,False,6.0,1.0,New York City,19497.0,4252.0,1.0,185.0,1.0,192.0,315.0
5,3270000.0,49.7,2016-02-14T00:00:00,2,2.8,17.0,27.3,15,,False,False,9.1,0.0,Newark,28554.0,34340.0,0.0,,3.0,287.0,137.0
18,1600000.0,50.0,2019-03-01T00:00:00,2,2.6,5.0,33.0,2,,False,False,6.0,1.0,Generic US Locality,,,,,,,
4,2130000.0,42.8,2018-03-02T00:00:00,2,2.7,2.0,29.0,2,,False,False,6.0,1.0,New York City,41567.0,15677.0,0.0,,1.0,478.0,34.0
8,4650000.0,51.4,2018-03-02T00:00:00,2,,9.0,33.0,9,,False,False,7.0,,New York City,13448.0,16057.0,0.0,,0.0,,309.0
10,750000.0,45.0,2016-06-10T00:00:00,2,,5.0,30.3,4,False,False,False,6.0,0.0,Generic US Locality,,,,,,,142.0
19,3500000.0,44.2,2018-12-12T00:00:00,2,2.5,2.0,26.4,2,,False,False,6.7,1.0,Generic US Locality,,,,,,,
19,7900000.0,53.0,2018-09-30T00:00:00,2,3.0,6.0,30.4,1,False,False,False,7.6,,New York City,24879.0,6177.0,1.0,540.0,0.0,,
16,5900000.0,57.8,2018-11-21T00:00:00,3,2.54,5.0,43.1,2,,False,False,5.2,1.0,New York City,10824.0,10761.0,0.0,,0.0,,30.0
16,12400000.0,68.3,2018-11-23T00:00:00,2,,7.0,35.5,2,,False,False,15.2,,New York City,11752.0,9659.0,1.0,725.0,0.0,,
6,7400000.0,82.1,2018-03-15T00:00:00,3,,5.0,55.9,4,,False,False,9.2,,New York City,13617.0,9602.0,0.0,,0.0,,114.0
9,6670000.0,49.5,2019-03-18T00:00:00,2,2.7,23.0,21.5,21,,False,False,13.2,2.0,New York City,7002.0,13218.0,1.0,830.0,0.0,,18.0
8,2300000.0,34.0,2018-09-21T00:00:00,1,2.75,12.0,16.0,11,,False,False,9.0,2.0,Generic US Locality,,,,,,,26.0
20,4000000.0,50.2,2018-02-07T00:00:00,2,,4.0,,1,,False,False,,,New Rochelle,,,,,,,45.00000000000001
11,4500000.0,32.3,2018-10-10T00:00:00,1,2.55,9.0,17.9,3,,False,False,6.0,,New York City,14525.0,10332.0,0.0,,1.0,584.0,108.0
19,36750000.0,160.2,2017-11-08T00:00:00,6,,5.0,90.0,3,,False,False,20.3,,New York City,20466.0,3686.0,1.0,349.0,1.0,484.0,68.0
6,10590000.0,85.0,2017-06-29T00:00:00,3,,11.0,43.0,6,,False,False,17.0,2.0,New York City,23363.0,5853.0,0.0,,2.0,557.0,149.0
17,7500000.0,47.2,2018-12-10T00:00:00,2,,8.0,26.0,7,,False,False,8.2,,New York City,24856.0,3704.0,0.0,,1.0,932.0,77.0
15,2350000.0,40.5,2019-04-17T00:00:00,2,,3.0,29.3,3,,False,False,5.5,,Generic US Locality,,,,,,,
12,2970000.0,36.0,2017-08-11T00:00:00,1,,27.0,14.0,25,,False,False,12.0,,Long Island City,,,,,,,126.0
3,1800000.0,29.0,2019-04-22T00:00:00,1,2.8,8.0,15.0,2,,False,False,5.0,2.0,Bridgeport,,,,,,,
6,5690000.0,56.7,2015-02-19T00:00:00,2,,16.0,31.6,15,,False,False,12.1,0.0,Greenwich,,,,,,,505.0
5,1800000.0,47.0,2017-01-22T00:00:00,3,2.5,5.0,33.0,4,,False,False,6.0,0.0,Generic US Locality,,,,,,,32.0
5,4712500.0,37.7,2017-01-14T00:00:00,1,,18.0,18.14,10,,False,False,9.58,0.0,New York City,10469.0,12770.0,0.0,,1.0,711.0,249.0
10,4199000.0,39.0,2017-09-19T00:00:00,1,2.65,13.0,20.0,5,,False,False,10.0,,New York City,36252.0,13166.0,0.0,,0.0,,506.0
20,8888888.0,47.0,2018-07-20T00:00:00,1,2.85,16.0,18.0,16,,False,False,14.0,5.0,New York City,15903.0,7953.0,1.0,1053.0,0.0,,75.0
6,3100000.0,45.0,2017-08-15T00:00:00,2,,5.0,31.0,5,,False,False,6.0,1.0,Newark,24159.0,29945.0,1.0,554.0,0.0,,17.0
9,7500000.0,58.6,2017-12-22T00:00:00,2,2.8,8.0,34.4,3,,False,False,8.0,,New York City,10708.0,10057.0,2.0,63.0,0.0,,57.0
6,6338000.0,39.3,2018-08-17T00:00:00,1,3.0,14.0,14.9,4,,False,False,10.2,2.0,New York City,19559.0,4768.0,0.0,,1.0,648.0,69.0
9,9330000.0,77.76,2017-06-02T00:00:00,2,2.64,12.0,,4,,False,False,13.64,2.0,New York City,22413.0,5894.0,0.0,,2.0,147.0,524.0
10,4950000.0,46.4,2016-04-28T00:00:00,2,,12.0,29.4,7,,False,False,8.3,0.0,New York City,27280.0,8506.0,1.0,54.0,1.0,875.0,534.0
7,3200000.0,44.0,2017-01-22T00:00:00,1,,10.0,17.0,2,,False,False,11.0,0.0,Long Island City,,,,,,,10.0
2,7820000.0,55.6,2017-06-03T00:00:00,2,,12.0,30.8,11,,False,False,5.8,1.0,New York City,29990.0,4870.0,1.0,641.0,1.0,145.0,332.0
7,3700000.0,34.5,2016-12-21T00:00:00,1,,9.0,17.5,2,,False,False,9.5,1.0,New York City,14289.0,16080.0,0.0,,1.0,400.0,283.0
16,3600000.0,32.0,2019-02-15T00:00:00,1,2.7,16.0,13.4,11,,False,False,7.0,,New York City,14730.0,13526.0,0.0,,0.0,,46.00000000000001
17,3150000.0,31.0,2014-12-14T00:00:00,1,,5.0,17.0,2,,False,False,5.5,1.0,New York City,42629.0,15133.0,0.0,,0.0,,1030.0
8,2200000.0,27.4,2017-05-25T00:00:00,0,2.5,6.0,18.6,4,,True,False,,2.0,Generic US Locality,,,,,,,422.0
11,4680000.0,50.0,2018-11-20T00:00:00,2,2.6,9.0,31.0,1,,False,False,8.0,,New York City,13849.0,12645.0,2.0,468.0,2.0,692.0,105.0
11,3650000.0,40.6,2018-06-29T00:00:00,1,2.5,12.0,17.3,12,,False,False,9.7,1.0,New York City,12828.0,11222.0,0.0,,0.0,,10.0
10,4800000.0,60.0,2017-11-24T00:00:00,2,2.6,5.0,33.4,5,,False,False,11.0,2.0,Jersey City,11583.0,17369.0,0.0,,0.0,,86.0
20,7990000.0,69.3,2018-02-01T00:00:00,2,2.75,16.0,29.6,7,,False,False,19.4,1.0,New York City,34676.0,14978.0,1.0,644.0,1.0,782.0,21.0
18,5200000.0,57.0,2018-02-01T00:00:00,2,2.55,12.0,32.0,4,,False,False,8.0,2.0,New York City,51425.0,14437.0,1.0,651.0,0.0,,172.0
6,2150000.0,42.0,2016-08-15T00:00:00,2,3.1,2.0,30.0,1,False,False,False,6.0,,Bridgeport,,,,,,,690.0
20,3299000.0,31.6,2018-02-21T00:00:00,1,,5.0,17.9,1,,False,False,5.6,,New York City,10992.0,12436.0,1.0,276.0,1.0,645.0,92.0
6,4500000.0,68.4,2017-05-11T00:00:00,3,2.6,5.0,39.9,5,False,False,False,11.1,2.0,New York City,39816.0,18870.0,0.0,,2.0,478.0,547.0
10,3590000.0,42.0,2018-12-14T00:00:00,1,,8.0,17.0,4,,False,False,10.0,,New York City,19994.0,18996.0,1.0,500.0,0.0,,75.0
11,4900000.0,72.0,2018-08-28T00:00:00,3,2.6,10.0,50.0,4,,False,False,10.0,1.0,Jersey City,18012.0,23688.0,0.0,,1.0,630.0,96.0
4,4200000.0,32.0,2018-08-28T00:00:00,1,2.5,9.0,17.0,3,,False,False,7.5,,New York City,45129.0,17854.0,0.0,,0.0,,37.0
4,3700000.0,41.0,2016-05-30T00:00:00,1,,12.0,18.0,7,False,False,False,10.0,2.0,New York City,40007.0,9267.0,3.0,179.0,0.0,,42.0
12,5170000.0,69.0,2017-09-30T00:00:00,3,2.55,6.0,32.0,1,,False,False,8.5,2.0,New York City,34313.0,15357.0,1.0,261.0,3.0,215.0,68.0
20,7950000.0,62.0,2017-02-20T00:00:00,2,,17.0,31.0,13,False,False,False,13.0,2.0,New York City,13665.0,12398.0,1.0,737.0,0.0,,139.0
8,2690000.0,25.5,2018-08-18T00:00:00,1,,25.0,18.2,8,,False,False,,,New York City,23776.0,25406.0,0.0,,1.0,471.0,8.0
4,4949000.0,60.3,2017-02-07T00:00:00,3,2.5,9.0,43.1,2,,False,False,6.2,0.0,New York City,37924.0,10396.0,1.0,662.0,0.0,,184.00000000000003
3,5770757.0,47.7,2018-06-21T00:00:00,1,3.3,16.0,18.95,5,,False,False,13.6,,New York City,37434.0,8460.0,1.0,441.0,2.0,427.0,279.0
12,3900000.0,43.5,2019-01-27T00:00:00,2,,5.0,28.2,5,,False,False,5.04,,White Plains,14534.0,26688.0,0.0,,0.0,,4.0
17,5600000.0,52.0,2019-04-18T00:00:00,2,2.7,12.0,31.0,2,False,False,False,8.0,,New York City,32385.0,12025.0,0.0,,0.0,,
14,4130000.0,53.0,2018-03-19T00:00:00,2,2.77,12.0,24.7,8,,False,False,12.6,2.0,Greenwich,,,,,,,84.0
20,6999000.0,74.0,2018-01-13T00:00:00,4,2.5,9.0,50.0,4,,False,False,6.3,,New York City,12404.0,14996.0,0.0,,0.0,,
